date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:50:18	3909/3909	---M-Z	200	added ('OK')	application/javascript	etag:%2208cee7291373f239a9a778e862afeea5-ssl-df%22	https://tomato-timer.com/timer_fixes/HackTimer.js	D:/Audioo/Pomodoro/tomato-timer.com/timer_fixes/HackTimer.js	(from https://tomato-timer.com/)
10:50:18	855/855	---M-Z	200	added ('OK')	application/javascript	etag:%221228bcedd78433ad8e605bb991bdf1b4-ssl-df%22	https://tomato-timer.com/timer_fixes/HackTimerWorker.js	D:/Audioo/Pomodoro/tomato-timer.com/timer_fixes/HackTimerWorker.js	(from https://tomato-timer.com/)
10:50:20	2002/2002	---M-Z	200	added ('OK')	application/javascript	etag:%2289d9d9576237e00ff5257792eb9109b3-ssl-df%22	https://tomato-timer.com/notify.js	D:/Audioo/Pomodoro/tomato-timer.com/notify.js	(from https://tomato-timer.com/)
10:50:20	15488/15488	---MCZ	200	added ('OK')	application/javascript	etag:W/%223c80-5a4fc0da177e6%22	http://cdn.carbonads.com/carbon.js?serve=CKYIC5QI&placement=tomatotimercom	D:/Audioo/Pomodoro/cdn.carbonads.com/carbon9e92.js	(from https://tomato-timer.com/)
10:50:20	8351/8351	---M-Z	200	added ('OK')	application/javascript	etag:%2269e9e2ec010c3350f3aad0249f0ff854-ssl-df%22	https://tomato-timer.com/jquery.countdown.js	D:/Audioo/Pomodoro/tomato-timer.com/jquery.countdown.js	(from https://tomato-timer.com/)
10:50:21	12636/12636	---M-Z	200	added ('OK')	application/javascript	etag:%22d63d7e12fc465cf03b2d94ba048e2e1a-ssl-df%22	https://tomato-timer.com/tomato_2.js	D:/Audioo/Pomodoro/tomato-timer.com/tomato_2.js	(from https://tomato-timer.com/)
10:50:21	537/537	---M--	200	added ('OK')	image/png	etag:%22a47a0fb352df3a3f1deda5452eb2d37c-ssl%22	https://tomato-timer.com/foundation/images/foundation/orbit/rotator-black.png	D:/Audioo/Pomodoro/tomato-timer.com/foundation/images/foundation/orbit/rotator-black.png	(from https://tomato-timer.com/foundation/stylesheets/foundation.css)
10:50:21	527/527	---M--	200	added ('OK')	image/png	etag:%22f0d2415ce0f269551f458f2469f042b3-ssl%22	https://tomato-timer.com/foundation/images/foundation/orbit/timer-black.png	D:/Audioo/Pomodoro/tomato-timer.com/foundation/images/foundation/orbit/timer-black.png	(from https://tomato-timer.com/foundation/stylesheets/foundation.css)
10:50:22	289/289	---M--	200	added ('OK')	image/png	etag:%223c8e66e425fc3c23844ed32aceddade4-ssl%22	https://tomato-timer.com/foundation/images/foundation/orbit/pause-black.png	D:/Audioo/Pomodoro/tomato-timer.com/foundation/images/foundation/orbit/pause-black.png	(from https://tomato-timer.com/foundation/stylesheets/foundation.css)
10:50:22	83606/83606	---MC-	200	added ('OK')	text/javascript	date:Tue,%2003%20Mar%202020%2019:15:00%20GMT	http://ajax.googleapis.com/ajax/libs/jquery/2.0.3/jquery.min.js	D:/Audioo/Pomodoro/ajax.googleapis.com/ajax/libs/jquery/2.0.3/jquery.min.js	(from https://tomato-timer.com/)
10:50:22	3243/3243	---M--	200	added ('OK')	image/png	etag:%22bfd62798cdcdf5242a4743305e17ef02-ssl%22	https://tomato-timer.com/foundation/images/foundation/orbit/right-arrow.png	D:/Audioo/Pomodoro/tomato-timer.com/foundation/images/foundation/orbit/right-arrow.png	(from https://tomato-timer.com/foundation/stylesheets/foundation.css)
10:50:22	523/523	---M--	200	added ('OK')	image/png	etag:%22e4dda02c9541c7e3dc3453c1d5032e47-ssl%22	https://tomato-timer.com/foundation/images/foundation/orbit/left-arrow.png	D:/Audioo/Pomodoro/tomato-timer.com/foundation/images/foundation/orbit/left-arrow.png	(from https://tomato-timer.com/foundation/stylesheets/foundation.css)
10:50:22	3170/3170	---M--	200	added ('OK')	image/png	etag:%227b3634c3fdd563e2f31549e8ab3dfc03-ssl%22	https://tomato-timer.com/foundation/images/foundation/orbit/right-arrow-small.png	D:/Audioo/Pomodoro/tomato-timer.com/foundation/images/foundation/orbit/right-arrow-small.png	(from https://tomato-timer.com/foundation/stylesheets/foundation.css)
10:50:22	3164/3164	---M--	200	added ('OK')	image/png	etag:%2295f0a7c36102fc4347537c5890b278e4-ssl%22	https://tomato-timer.com/foundation/images/foundation/orbit/left-arrow-small.png	D:/Audioo/Pomodoro/tomato-timer.com/foundation/images/foundation/orbit/left-arrow-small.png	(from https://tomato-timer.com/foundation/stylesheets/foundation.css)
10:50:22	658/658	---M--	200	added ('OK')	image/jpeg	etag:%22b77dd5c6edf39004e9f02c86ab9eafbc-ssl%22	https://tomato-timer.com/foundation/images/foundation/orbit/bullets.jpg	D:/Audioo/Pomodoro/tomato-timer.com/foundation/images/foundation/orbit/bullets.jpg	(from https://tomato-timer.com/foundation/stylesheets/foundation.css)
